text,sentiment,emotion
outraged by service throughout,negative,anger
Especially revolutionary,positive,excitement
The exceeded expectations,positive,joy
this is ridiculous I'm so angry consistently,negative,anger
Overall impression: poor execution,negative,disappointment
Overall impression: stressing me out,negative,anxiety
Ended up cumbersome process,negative,frustration
Remarkably fixed and functional,positive,relief
acceptable quality level throughout,positive,satisfaction
Genuinely delightful,positive,joy
overwhelming gratitude throughout,positive,gratitude
Totally not making sense,negative,frustration
imperiling data from start to finish,negative,fear
My feedback: how does this work,negative,confusion
Incredibly absolutely furious,negative,anger
Completely fearful of outcome,negative,fear
Totally feel secure,positive,trust
Can't help but feel fantastic team,positive,joy
Such a amped up,positive,excitement
Totally this doesn't make any sense to me,negative,confusion
Actually trying to understand,neutral,curiosity
operational again at every step,positive,relief
Honestly underwhelming quality,negative,disappointment
want clarification service,neutral,curiosity
Can't help but feel security concerns,negative,fear
better now at every step,positive,relief
Review: incredibly exciting,positive,excitement
Have to admit trustworthy and genuine,positive,trust
Very working to learn,neutral,curiosity
Customer service was service standards maintained,positive,satisfaction
hard to understand service,negative,confusion
Especially completely unacceptable,negative,anger
concerned about changes overall,negative,anxiety
Incredibly eager for knowledge,neutral,curiosity
Actually unexpected development,neutral,surprise
Particularly attempting to grasp,neutral,curiosity
Honestly wondering when,neutral,curiosity
Totally underwhelming quality,negative,disappointment
energized and ready,positive,excitement
Really vulnerable to attacks,negative,fear
Absolutely back to normal,positive,relief
Product quality is results disappointing,negative,disappointment
disheartened overall,negative,sadness
good quality today,positive,satisfaction
Really would like to learn,neutral,curiosity
Have to mention terrible and horrible,negative,anger
Very unexpectedly impressive,neutral,surprise
took me by surprise right now,neutral,surprise
My feedback: concerned about potential,negative,fear
Remarkably horrible disgusting service,negative,anger
The happy with results,positive,satisfaction
Totally feel safe here,positive,trust
Really where's the button,negative,confusion
if only I knew overall,negative,regret
Particularly restless about outcome,negative,anxiety
Completely generating stress,negative,anxiety
afraid it will break overall,negative,fear
Product quality is surprising feature,neutral,surprise
cheerful about it lately,positive,joy
anxiously waiting at every step,negative,anxiety
My feedback: should have avoided,negative,regret
The insecure system,negative,fear
Really losing patience,negative,frustration
Have to admit sincere appreciation,positive,gratitude
Have to mention utterly bewildered,negative,confusion
My feedback: surprising feature,neutral,surprise
Such a bothersome design,negative,annoyance
Product quality is suffices,neutral,neutral
overly complex service,negative,frustration
why is this so hard the entire time,negative,frustration
should have chosen differently product,negative,regret
Can't help but feel afraid it will break,negative,fear
So too many steps,negative,frustration
Must say where's the button,negative,confusion
I am beyond expectations,positive,excitement
appreciate dedication right now,positive,gratitude
amazing results today,positive,joy
Genuinely poor judgment,negative,regret
Must say builds confidence,positive,trust
Customer service was disheartened and sad,negative,sadness
rue the day overall,negative,regret
Particularly should have read reviews,negative,regret
Really unremarkable,neutral,neutral
Absolutely why is this here,negative,confusion
highly recommend at every step,positive,joy
Must say total disaster,negative,anger
Have to mention mounting annoyance,negative,annoyance
small annoyance right now,negative,annoyance
Exceptionally getting what I paid for,positive,satisfaction
Remarkably ordinary product,neutral,neutral
Must say grieving the service,negative,sadness
Find myself should have listened,negative,regret
Actually took me by surprise,neutral,surprise
Want to share that what does this mean,negative,confusion
Can't help but feel worried about unknowns,negative,anxiety
Genuinely ethical practices,positive,trust
Completely burden lifted,positive,relief
neither happy nor sad lately,neutral,neutral
not up to par consistently,negative,disappointment
issue behind me consistently,positive,relief
Truly below standard,negative,disappointment
Very indebted to team,positive,gratitude
exploring options experience,neutral,curiosity
The relieved it's over,positive,relief
Must say does the job well,positive,satisfaction
meets basic needs consistently,neutral,neutral
Genuinely working smoothly now,positive,relief
Want to share that suffices,neutral,neutral
Very giving me anxiety,negative,anxiety
feel safe product,positive,trust
Totally wish I waited,negative,regret
privacy respected lately,positive,trust
value for money service,positive,satisfaction
worth the money,positive,satisfaction
wow factor lately,positive,excitement
My feedback: thank you for understanding,positive,gratitude
Truly dismayed by results,negative,sadness
wary of using the entire time,negative,fear
producing anxiety experience,negative,anxiety
Customer service was too risky to use,negative,fear
Can't help but feel shouldn't have done this,negative,regret
Such a value for money,positive,satisfaction
I am upset by result,negative,sadness
uncertain about safety at every step,negative,fear
Exceptionally hopes were high,negative,disappointment
Totally acceptable level of service,positive,satisfaction
Must say frightened by vulnerabilities,negative,fear
So worried about security,negative,fear
Genuinely want clarification,neutral,curiosity
Very trust their judgment,positive,trust
Very lost its edge,negative,disappointment
Absolutely wrong move,negative,regret
